gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_parter,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
0,54,59,4,2,0,119,119,160,63,21,31,42,21,21,39,39,39,19,19,39,179,199,179,179,159,159,119,139,139,139,159,159,99,199,199,199,199,159,79,99,99,159,179,179,199,199,139,139,138,179,139,1
0,29,29,4,0,0,39,19,108,27,37,43,27,27,37,27,35,39,35,31,27,139,159,179,179,139,139,139,139,139,139,79,119,19,79,199,159,159,79,139,99,179,119,99,199,159,199,139,59,163,59,99,0
1,24,14,2,0,0,99,199,121,59,9,59,29,29,9,49,19,69,29,0,29,119,159,39,199,39,119,119,159,39,159,19,119,119,139,59,79,59,119,99,79,99,139,19,119,19,39,39,19,80,59,119,0
1,49,44,0,0,1,119,159,26,19,39,39,19,39,39,39,39,39,19,19,39,119,179,179,179,139,119,139,139,139,139,99,139,39,159,159,99,79,79,59,59,179,99,139,179,119,139,79,99,160,99,99,0
1,29,29,3,2,0,59,59,194,43,27,59,19,27,19,59,19,39,39,19,19,139,139,199,179,179,119,159,159,159,159,159,59,59,79,139,119,99,79,99,19,199,139,119,159,179,199,159,139,146,119,139,0
0,49,79,3,2,0,19,19,177,59,19,59,19,9,29,0,49,49,49,49,0,179,179,179,179,199,79,39,139,19,139,19,79,59,59,159,139,119,139,79,179,179,39,179,179,179,179,179,39,130,199,19,0
0,29,19,0,2,0,19,59,121,41,39,37,39,19,19,9,29,89,49,0,19,119,159,179,159,139,59,159,99,59,139,19,99,59,159,119,179,159,99,19,39,199,19,159,179,79,99,119,39,121,119,19,0
1,69,59,4,0,0,59,19,177,39,39,69,9,19,19,39,19,59,39,19,19,159,159,159,179,139,139,139,119,119,119,119,179,39,139,159,119,79,39,39,39,119,139,59,139,119,159,159,159,126,119,119,1
1,69,39,2,3,0,19,19,19,21,21,63,42,21,31,99,0,19,59,0,19,139,159,179,159,159,59,119,99,119,99,79,159,39,159,159,159,159,159,159,119,159,99,79,119,59,119,119,119,120,119,79,0
1,34,34,4,3,0,19,19,105,31,34,34,34,34,31,33,33,33,33,29,37,199,199,199,199,199,179,199,179,179,179,179,179,179,99,199,179,199,199,119,159,199,39,99,99,99,179,99,99,67,199,159,1
1,24,59,2,3,0,99,59,142,19,39,39,19,19,59,99,9,29,39,19,0,139,79,139,179,179,99,159,139,139,119,119,199,99,199,139,59,19,199,99,59,159,39,79,159,39,79,59,119,95,139,159,0
0,19,59,0,2,0,19,19,146,49,39,39,39,0,29,39,39,19,29,9,59,59,179,179,179,139,139,159,119,119,139,99,139,199,99,119,59,159,119,139,119,59,99,159,199,179,199,119,59,109,159,119,0
1,19,29,2,4,0,119,119,121,99,39,19,9,19,9,59,19,39,29,29,19,159,159,179,199,199,99,139,159,159,159,99,159,179,159,179,179,179,79,119,159,159,119,139,179,139,139,139,119,113,139,139,0
0,29,54,4,2,0,159,79,178,49,29,39,39,19,19,39,59,19,19,19,39,159,199,159,159,159,119,139,139,119,119,99,179,139,119,179,139,159,179,179,19,139,119,139,139,199,199,139,159,73,139,139,1
1,59,49,1,2,0,19,19,105,69,0,69,19,19,19,59,49,39,29,9,9,159,159,199,179,199,139,139,199,199,139,59,119,19,119,179,159,179,39,119,159,159,119,199,179,139,179,179,99,117,119,179,1
0,24,49,2,2,1,99,99,38,34,34,39,39,21,30,30,34,38,38,23,34,139,159,179,199,99,119,139,119,79,79,79,159,39,119,159,119,119,139,39,119,179,59,59,159,99,119,59,99,155,99,79,0
1,59,64,0,2,0,119,119,28,23,49,49,15,29,29,99,19,19,19,9,29,119,139,119,139,139,119,99,119,139,119,99,199,199,159,139,159,159,99,99,119,99,119,179,199,179,159,79,79,106,139,99,0
1,29,14,2,2,1,59,39,121,39,59,39,39,0,19,39,41,41,43,11,19,139,139,139,199,179,179,139,139,179,139,159,179,159,159,119,139,139,119,39,119,139,99,139,159,79,139,99,19,128,119,159,1
0,24,59,2,1,0,179,119,63,59,49,39,29,9,9,39,39,39,39,39,0,159,159,179,159,179,139,199,199,199,199,139,159,99,139,179,199,199,59,59,139,119,139,199,199,99,119,119,59,164,159,79,0
1,34,44,1,0,0,19,19,121,19,39,39,19,39,39,66,33,44,44,0,11,159,139,179,159,119,119,179,179,119,99,139,179,179,119,159,99,99,59,79,139,159,119,119,139,79,139,99,99,130,99,99,1
0,44,69,3,2,0,59,119,131,34,34,34,34,27,34,28,36,36,32,36,28,139,179,139,159,179,139,159,159,139,139,119,159,99,159,159,159,159,159,119,179,159,159,159,159,119,139,159,59,131,99,119,1
1,44,74,2,0,0,39,99,194,49,59,19,19,9,39,39,39,39,29,9,39,139,159,119,159,99,59,119,159,79,99,79,79,79,39,79,139,99,159,19,39,119,39,119,159,139,99,59,179,159,39,79,0
0,59,104,2,2,1,59,99,134,79,39,29,39,0,9,39,49,29,29,29,19,139,179,179,159,179,159,159,159,19,19,19,39,59,79,179,159,119,159,79,139,159,79,119,139,99,159,99,59,106,79,59,0
0,29,54,2,0,0,19,19,208,29,39,39,39,9,39,19,39,39,29,39,29,139,179,139,159,159,39,119,139,99,139,39,79,39,179,159,99,119,79,59,39,159,99,99,139,119,159,79,39,130,99,99,0
0,34,24,2,2,1,99,159,71,39,29,39,39,19,29,49,39,39,39,19,9,159,159,119,159,119,179,179,179,179,179,139,139,99,159,199,199,199,199,119,159,179,119,199,199,159,199,179,159,146,139,179,1
0,49,14,3,2,0,19,19,177,49,19,49,9,19,49,0,49,49,49,49,0,179,179,179,179,199,139,119,179,79,179,59,79,59,59,159,139,119,139,79,179,179,39,179,179,179,179,179,39,138,199,39,0
0,44,64,3,0,0,19,39,189,31,31,39,31,31,31,19,29,59,19,29,39,99,159,99,139,139,79,119,139,59,99,79,19,19,119,199,119,99,39,0,99,79,79,179,159,59,99,119,179,138,99,99,0
0,44,24,2,0,0,99,19,23,22,35,35,35,35,35,30,37,37,33,33,26,139,199,119,159,179,59,119,79,119,119,59,39,19,199,199,139,159,99,19,19,199,79,199,179,99,139,139,79,124,59,79,0
0,14,19,0,0,1,39,79,121,37,35,37,35,27,23,29,39,39,29,29,29,119,159,159,159,139,99,159,179,159,99,139,179,39,159,179,19,19,99,19,99,119,179,19,199,199,179,159,19,116,59,139,1
0,44,24,0,2,0,139,79,23,37,27,37,32,32,32,30,33,33,37,37,26,159,179,179,179,159,59,159,159,99,159,39,139,79,119,179,179,179,99,39,19,199,199,179,179,99,139,179,139,114,99,119,0
1,54,44,2,2,1,99,99,142,33,33,33,33,33,33,37,32,37,37,23,32,139,139,179,159,159,139,139,139,139,139,139,159,119,159,179,99,99,99,99,139,179,119,139,119,79,99,79,59,113,119,139,1
1,49,39,0,2,0,19,39,144,29,29,49,39,9,39,39,59,19,39,0,39,79,179,199,159,159,159,159,99,99,119,139,199,119,19,139,59,119,199,99,59,199,119,99,139,119,159,39,19,131,139,139,1
0,39,54,0,2,0,159,159,169,99,13,39,45,0,0,19,39,29,39,39,29,139,179,159,139,139,139,139,139,139,139,139,39,59,39,199,199,199,39,19,139,79,79,179,179,159,159,59,59,72,99,139,1
0,19,29,0,2,0,39,79,121,199,0,0,0,0,0,29,29,49,39,29,19,119,119,99,139,139,159,119,139,139,159,119,99,59,79,199,199,199,39,59,159,159,159,199,199,199,199,199,199,84,139,139,1
1,69,49,2,2,1,99,179,63,9,39,49,49,29,19,39,39,39,39,19,19,139,159,179,179,139,159,199,159,199,159,79,119,79,79,179,159,199,159,99,139,179,119,159,179,159,199,79,79,135,139,159,0
1,39,54,2,2,1,139,99,23,19,39,39,39,39,19,35,35,35,37,25,27,139,179,159,199,139,119,119,139,139,79,99,199,199,119,119,79,59,19,119,79,139,179,99,199,159,199,59,59,76,119,119,1
1,59,24,2,2,1,59,79,23,36,45,45,54,9,9,69,19,39,49,9,9,179,159,199,159,139,139,139,119,159,119,139,199,99,159,199,79,59,99,19,19,39,79,59,119,59,179,199,119,94,159,139,1
0,84,34,0,0,1,19,59,160,59,19,29,39,29,19,29,29,59,29,29,19,159,199,139,159,179,139,139,159,139,139,139,99,39,99,199,199,199,139,39,59,199,59,199,199,199,199,99,99,123,159,159,1
1,79,29,2,2,1,159,39,82,39,19,39,69,9,19,69,29,29,49,19,0,159,119,179,139,99,119,139,119,39,99,99,139,119,119,139,139,119,59,59,19,159,19,139,119,139,199,159,59,141,59,39,0
0,39,24,3,0,0,99,39,192,29,49,39,19,19,39,21,21,63,42,21,31,59,119,179,139,199,99,39,119,59,39,59,39,19,59,199,199,139,119,99,199,159,79,199,159,119,159,79,199,126,119,79,0
0,44,49,2,2,1,159,59,142,35,39,35,31,31,26,30,34,34,34,34,30,159,179,179,179,179,179,179,179,179,159,179,199,139,159,159,119,119,119,19,119,159,139,139,159,119,119,59,39,159,139,159,1
1,54,34,0,2,0,19,19,140,49,39,39,39,19,9,49,39,29,49,19,9,119,159,139,199,179,119,159,99,119,99,59,199,39,119,179,119,119,179,139,79,59,59,99,159,79,79,119,179,133,119,59,0
1,44,49,2,2,1,39,99,194,49,39,39,49,0,19,39,39,39,29,9,39,139,159,119,159,99,179,199,199,159,139,159,79,79,39,79,139,99,159,19,39,119,39,119,159,139,99,59,179,173,39,179,1
0,19,59,2,2,1,59,119,121,49,39,39,39,0,29,19,39,29,39,29,39,139,139,139,179,159,139,179,179,139,159,139,119,119,119,139,159,179,59,59,139,179,159,199,199,139,139,99,59,167,99,139,1
0,49,54,2,1,0,19,39,106,31,35,35,35,27,31,29,32,36,36,32,32,179,199,199,199,159,159,119,159,139,139,119,99,19,159,199,179,159,159,79,19,159,19,179,159,179,199,139,139,107,59,119,0
0,9,19,3,2,0,19,79,75,49,79,29,19,9,9,19,19,69,69,15,3,119,159,159,159,179,159,199,159,139,159,119,99,79,79,159,139,99,59,19,99,199,119,199,179,119,159,59,99,168,59,139,0
1,44,79,4,0,0,19,19,207,3,119,29,15,9,19,19,39,49,39,39,9,139,179,139,179,199,119,119,119,99,119,99,79,39,139,119,159,159,159,119,119,159,79,199,199,139,139,99,199,142,39,99,0
1,44,54,2,4,0,119,59,105,39,39,39,19,19,39,59,29,39,49,9,9,139,139,159,139,99,79,79,79,59,99,79,119,139,159,159,99,99,59,79,159,99,119,59,59,139,159,139,39,107,159,79,0
0,19,44,0,2,0,39,79,121,69,39,39,39,0,9,29,29,49,39,29,19,119,119,99,139,139,79,159,159,99,139,79,99,59,79,199,199,199,39,59,159,159,159,199,199,199,199,199,199,119,139,139,0
1,44,39,2,2,1,159,159,23,29,39,29,59,19,19,39,39,39,39,19,19,139,199,119,199,199,99,199,99,119,119,99,199,159,99,159,19,19,159,199,19,159,39,39,79,79,99,19,19,73,99,119,0
0,29,34,4,2,0,159,79,178,33,35,55,53,9,9,39,59,19,19,19,39,159,199,159,159,159,119,139,139,139,119,119,179,139,119,179,139,159,179,179,19,139,119,139,139,199,199,139,159,138,139,119,1
0,44,119,2,2,1,59,179,155,47,47,47,47,4,4,30,38,38,38,26,26,179,159,199,199,159,119,139,119,119,119,99,139,119,179,159,99,99,179,179,159,199,19,59,79,59,119,99,19,57,159,99,0
1,49,29,2,2,1,119,99,23,19,39,39,29,39,29,44,22,44,44,44,0,119,159,159,179,199,159,119,159,159,119,99,139,139,139,179,179,179,119,179,179,119,119,179,179,179,139,119,99,97,119,119,1
0,74,49,2,2,1,19,139,170,99,19,19,19,19,19,49,39,19,39,39,9,139,159,159,179,139,159,119,139,119,119,119,39,59,199,159,139,159,139,19,119,139,79,159,159,159,179,119,139,123,119,159,1
0,39,49,0,0,1,39,39,167,39,59,19,39,0,39,39,59,19,29,19,29,139,119,99,139,139,99,99,99,119,119,99,79,159,99,179,139,119,79,139,159,59,179,99,179,79,179,199,39,62,79,99,0
1,39,34,2,0,0,19,19,23,35,35,35,31,31,31,32,32,37,32,32,32,139,139,119,179,119,159,139,139,99,99,139,159,39,139,139,139,159,59,59,119,139,39,119,139,139,199,59,199,120,139,139,1
0,49,69,2,2,1,179,19,105,34,34,34,34,27,34,32,32,36,36,32,29,139,179,179,179,179,99,179,179,99,179,139,179,159,179,199,179,179,99,159,19,179,179,199,199,179,139,199,139,85,99,99,0
0,29,49,3,2,0,119,79,121,49,29,49,29,0,39,39,39,39,29,29,19,119,179,119,159,139,79,99,139,19,99,19,59,39,79,199,199,159,139,19,99,199,179,179,199,179,179,199,19,91,39,99,0
0,49,54,2,2,1,19,199,198,59,29,29,39,19,19,9,39,49,49,29,19,119,199,199,159,159,99,99,119,59,99,0,199,19,159,139,139,159,39,19,79,159,19,159,179,139,139,159,179,154,119,79,0
1,34,49,2,2,1,19,19,121,29,59,59,19,19,9,79,19,0,89,0,9,139,179,159,159,179,159,159,139,139,139,199,139,19,139,99,19,19,139,19,159,119,19,19,99,59,99,39,19,88,119,159,1
0,54,74,0,2,0,179,159,23,39,19,39,29,29,39,99,9,49,39,0,0,199,199,179,199,199,99,199,159,159,119,99,179,19,119,199,159,119,179,59,119,179,139,159,159,79,19,199,179,101,99,79,1
0,49,54,2,0,0,19,19,192,69,59,49,9,0,9,29,59,59,19,19,9,139,159,159,159,159,99,159,199,199,199,99,39,39,39,199,199,199,139,19,119,119,79,179,159,159,139,99,99,118,79,199,1
0,39,44,0,0,1,59,19,165,99,19,19,19,19,19,33,33,33,33,33,33,119,159,119,139,119,119,139,139,119,139,119,119,159,179,119,119,119,79,39,99,119,79,139,139,159,159,179,19,84,119,119,0
0,49,49,2,2,1,0,19,192,33,33,33,33,33,33,9,59,39,19,9,59,179,159,99,179,59,159,159,159,99,99,99,119,39,99,159,99,119,99,39,179,179,159,179,179,119,119,79,139,120,99,119,1
0,44,59,2,2,1,39,39,105,79,23,35,23,11,23,59,29,29,59,0,19,139,139,159,119,79,139,179,139,139,139,139,79,39,179,119,59,59,59,39,139,39,119,39,39,79,139,159,79,113,59,139,0
1,29,29,0,2,0,19,19,37,19,39,39,29,39,29,49,51,29,19,17,29,139,179,119,159,99,139,119,159,99,139,39,79,79,39,159,99,59,39,99,39,139,159,99,179,119,199,119,39,146,99,139,1
0,54,54,2,2,1,19,39,113,99,13,39,45,0,0,19,39,39,39,39,19,179,199,179,179,179,199,199,199,159,179,199,139,39,159,199,179,179,179,39,179,199,79,199,199,159,199,119,179,117,99,179,1
1,59,24,0,0,1,119,119,28,39,39,39,39,39,0,99,19,19,19,9,29,119,139,119,139,139,139,119,119,99,99,99,199,199,159,139,159,159,99,99,119,99,119,179,199,179,159,79,79,85,139,119,0
1,34,54,4,2,0,19,19,105,39,31,39,31,22,35,33,33,33,33,29,37,199,199,199,199,199,179,179,179,179,179,179,179,179,99,199,179,199,199,119,159,199,39,99,99,99,179,99,99,132,199,199,1
0,24,44,2,2,1,199,179,192,39,39,29,49,19,19,19,29,79,29,19,19,179,199,199,179,199,139,119,119,119,99,119,159,139,199,179,199,199,99,99,119,139,139,179,179,179,159,179,99,99,159,139,1
0,29,14,2,2,1,79,159,121,29,39,29,59,9,29,69,19,39,39,19,9,159,159,179,159,179,59,159,159,99,99,99,59,59,139,199,139,139,139,39,119,119,159,159,159,119,139,199,119,102,99,119,0
0,84,44,0,2,0,19,59,160,27,35,33,31,29,39,29,29,59,29,29,19,159,199,139,159,179,159,159,159,159,159,159,99,39,99,199,199,199,139,39,59,199,59,199,199,199,199,99,99,164,159,159,1
0,14,29,0,2,0,39,79,121,199,0,0,0,0,0,29,39,39,29,29,29,119,159,159,159,139,99,119,119,159,199,159,179,39,159,179,19,19,99,19,99,119,179,19,199,199,179,159,19,63,59,119,1
0,39,59,3,2,0,19,59,117,63,21,31,42,21,21,29,29,29,39,39,29,139,139,159,159,179,119,119,119,119,119,119,179,139,99,119,139,119,79,59,179,79,79,179,179,179,179,179,99,131,99,139,0
1,59,44,2,2,1,39,159,120,29,29,39,39,29,29,49,49,49,49,0,0,179,199,199,199,139,139,139,139,139,139,139,159,199,79,199,199,199,19,19,79,159,119,179,199,139,159,179,199,126,119,119,0
1,44,39,1,3,0,39,19,23,49,49,49,23,5,19,79,39,39,39,0,0,139,159,59,159,99,199,179,179,139,139,159,119,19,139,119,139,59,39,19,139,199,39,99,119,139,139,139,19,132,59,159,1
1,44,24,0,3,0,139,19,23,19,49,39,19,39,29,39,39,39,39,19,19,99,159,99,159,99,79,79,99,39,39,59,179,179,139,179,199,179,179,19,99,179,99,159,179,159,99,59,99,155,179,59,0
0,79,24,2,2,1,19,19,55,99,9,29,39,19,0,29,29,19,49,19,49,139,179,179,139,79,199,159,99,139,99,79,79,139,79,119,139,139,199,39,19,179,59,139,139,179,179,79,199,113,79,139,1
1,44,54,2,4,0,59,39,142,39,39,39,19,19,39,59,39,29,29,15,23,159,179,179,159,179,99,99,79,79,79,59,179,159,99,159,79,79,39,39,139,99,119,99,119,59,119,139,59,94,99,79,0
1,79,59,2,3,0,19,19,111,38,42,34,34,25,25,33,33,33,33,33,33,119,199,139,179,99,199,199,199,199,199,99,99,39,79,159,159,139,159,59,159,159,59,179,159,99,119,39,159,138,179,159,1
0,44,49,0,2,0,179,59,15,39,39,39,39,0,39,115,9,15,19,13,23,159,179,179,159,159,119,139,139,159,139,119,59,59,119,199,179,179,99,99,159,179,119,179,79,179,179,179,59,148,39,119,1
1,34,24,2,2,1,59,19,70,33,35,35,29,33,29,59,0,59,59,19,0,139,179,179,159,139,159,199,159,159,199,99,159,59,99,179,199,199,179,119,159,199,39,179,199,159,159,59,99,94,179,139,0
1,59,49,4,2,0,159,179,23,19,19,39,39,39,39,39,49,49,29,9,19,139,159,159,179,119,179,159,179,179,179,159,99,79,119,139,119,119,39,39,79,119,99,139,139,59,139,119,39,165,99,159,1
1,74,39,4,0,0,39,139,82,19,59,59,19,19,19,43,43,29,29,9,41,139,179,139,199,139,159,179,159,199,179,199,139,179,19,199,159,119,19,19,119,199,139,59,159,159,99,79,19,82,99,179,1
1,29,24,4,0,0,19,19,74,31,31,37,33,27,35,39,39,49,49,9,9,159,199,199,199,159,119,119,119,119,119,119,99,139,119,199,179,199,179,199,99,179,139,59,199,199,199,199,199,95,199,119,1
1,34,34,2,2,1,19,99,17,35,35,35,35,35,19,59,59,79,0,0,0,139,179,79,199,99,139,159,159,139,119,99,39,79,79,159,159,159,139,99,39,119,99,139,159,179,179,139,139,114,99,159,0
1,34,54,2,4,0,59,19,70,9,39,49,29,29,39,59,0,59,59,19,0,139,179,179,159,139,119,159,159,139,139,99,159,59,99,179,199,199,179,119,159,199,39,179,199,159,159,59,99,141,179,99,0
0,54,29,0,0,1,19,19,109,38,38,44,33,22,22,19,47,33,33,33,33,179,199,159,159,119,99,99,119,119,119,119,99,79,119,119,159,159,79,79,119,159,79,119,99,179,179,119,99,134,99,119,1
1,24,24,2,2,1,99,199,121,39,39,39,29,29,19,49,19,69,29,0,29,119,159,39,199,39,139,59,99,99,59,39,119,119,139,59,79,59,119,99,79,99,139,19,119,19,39,39,19,104,59,119,1
1,44,24,0,0,1,19,19,153,39,59,39,39,19,0,39,27,35,31,31,31,179,199,159,199,199,159,179,159,139,139,119,199,119,199,99,199,199,179,139,19,199,199,199,199,199,199,199,199,147,119,159,1
0,59,29,2,2,1,59,99,134,19,39,69,39,0,29,39,49,29,29,29,19,139,179,179,159,179,119,119,119,79,119,19,39,59,79,179,159,119,159,79,139,159,79,119,139,99,159,99,59,132,79,99,0
0,24,59,0,4,0,79,19,36,39,49,49,29,9,19,29,41,35,35,19,35,99,159,99,139,99,99,159,159,119,139,79,159,179,119,99,159,179,119,59,19,199,119,139,159,139,119,79,19,130,99,119,1
1,69,54,2,0,0,99,179,63,19,93,31,23,5,23,39,39,39,39,19,19,139,159,179,179,139,199,199,199,199,199,99,119,79,79,179,159,199,159,99,139,179,119,159,179,159,199,79,79,146,139,159,1
1,34,39,2,2,1,19,19,39,19,59,39,29,29,19,139,0,29,29,0,0,159,139,119,139,139,59,79,119,79,79,79,159,39,99,199,199,199,139,19,179,159,59,139,179,199,199,139,59,126,199,79,0
0,54,29,2,3,0,19,199,178,59,19,39,39,19,19,19,79,39,39,0,19,119,199,99,179,59,139,139,159,139,159,79,179,179,159,139,139,59,139,19,59,199,79,19,139,99,159,19,19,108,19,139,0
1,44,39,2,3,0,179,139,23,29,29,29,39,39,29,59,29,29,39,9,29,139,159,159,179,159,139,139,139,159,139,139,179,199,159,179,179,179,139,79,39,179,119,159,119,139,139,79,39,88,99,139,0
1,29,34,0,2,0,19,79,174,30,34,34,34,34,30,27,37,43,27,27,37,99,159,79,139,159,119,139,139,99,99,59,59,19,39,159,79,99,159,79,119,179,39,79,139,159,179,39,159,60,139,119,0
1,39,59,2,0,0,99,59,23,19,39,39,19,19,59,19,19,59,59,9,29,139,179,139,159,119,99,119,139,99,119,119,119,139,99,139,99,59,99,99,79,119,159,119,179,119,119,139,0,117,159,99,0
1,44,49,2,2,1,119,159,36,19,19,39,39,39,39,39,29,49,29,39,9,179,159,139,179,179,159,119,139,139,139,119,159,59,159,179,159,159,179,99,159,139,59,159,139,119,159,59,139,152,159,159,1
0,54,49,2,1,0,19,199,178,39,35,39,33,19,29,19,79,39,39,0,19,119,199,99,179,59,199,179,179,119,119,99,179,179,159,139,139,59,139,19,59,199,79,19,139,99,159,19,19,147,19,179,0
0,64,59,2,2,1,179,99,7,63,21,31,42,21,21,23,49,49,15,29,29,139,199,119,159,159,139,159,139,179,139,139,179,39,199,179,159,159,159,139,139,179,179,179,179,179,179,99,139,128,119,139,0
0,39,64,2,2,1,119,19,52,19,39,79,19,19,19,29,39,29,59,19,19,79,139,139,159,139,19,19,19,19,19,19,79,59,59,179,199,179,179,19,59,199,119,159,199,99,199,139,139,161,59,19,0
0,34,44,0,1,0,179,119,148,79,39,39,39,0,0,29,39,49,39,19,19,99,179,139,159,139,119,179,159,119,139,139,79,19,139,179,159,159,119,59,159,139,139,159,159,99,99,139,99,146,119,119,1
0,29,64,2,2,1,19,119,50,69,0,49,39,0,39,43,33,29,29,29,31,159,159,139,159,159,99,159,159,119,119,159,139,79,159,139,59,59,99,59,79,139,119,119,139,119,119,119,79,122,79,79,0
0,64,44,1,0,0,39,39,180,31,35,35,35,35,26,29,33,41,37,33,24,159,159,159,159,159,159,139,159,119,139,99,99,99,99,179,139,139,139,139,179,179,99,139,139,139,179,99,139,128,119,139,1
1,29,34,2,2,1,19,19,82,18,36,54,36,36,18,199,0,0,0,0,0,139,139,199,199,199,159,199,179,179,159,159,199,199,199,199,179,179,79,199,199,159,59,159,159,119,119,99,199,78,119,159,1
0,19,19,2,2,1,199,199,192,41,39,37,39,19,19,19,39,39,39,29,29,119,199,199,179,199,199,199,199,199,179,179,79,79,99,179,179,179,179,19,99,179,179,179,179,179,179,179,179,144,179,159,1
0,29,49,2,2,1,179,139,162,35,39,35,31,31,26,22,36,45,36,22,36,99,99,139,179,139,179,139,179,139,139,99,39,19,39,179,179,99,39,39,19,159,199,199,199,99,159,179,39,88,99,139,0
1,49,24,0,2,0,19,39,144,19,29,79,29,19,19,39,59,19,39,0,39,79,179,199,159,159,99,99,79,59,39,19,199,119,19,139,59,119,199,99,59,199,119,99,139,119,159,39,19,62,139,39,0
0,34,19,4,2,0,19,199,127,19,29,49,29,29,39,13,69,39,39,9,25,119,199,159,179,99,99,79,159,39,59,59,179,119,139,139,159,59,199,79,19,199,59,159,99,39,119,119,39,120,119,79,0
0,184,74,0,2,0,19,19,190,39,19,39,29,29,39,49,0,49,49,0,49,139,119,139,159,59,159,139,159,139,99,159,19,39,19,159,179,179,199,19,19,199,79,139,59,199,159,19,19,149,199,159,1
0,49,34,2,2,1,19,199,198,47,29,39,39,15,25,9,39,49,49,29,19,119,199,199,159,159,159,139,179,39,119,0,199,19,159,139,139,159,39,19,79,159,19,159,179,139,139,159,179,106,119,59,0
1,44,44,2,0,0,119,59,105,29,39,39,39,39,9,59,29,39,49,9,9,139,139,159,139,99,119,139,159,119,119,99,119,139,159,159,99,99,59,79,159,99,119,59,59,139,159,139,39,101,159,119,0
0,49,34,4,2,0,39,19,193,139,0,29,29,0,0,49,29,49,29,19,19,159,179,139,159,99,119,119,119,119,119,119,79,119,159,159,199,159,99,39,179,199,159,179,159,99,99,159,39,136,99,99,0
0,44,69,2,3,0,59,59,105,39,39,39,29,19,29,29,29,39,39,29,29,159,159,159,159,159,59,159,179,119,179,19,199,139,199,179,159,139,179,19,139,99,79,139,139,139,139,139,139,136,119,99,0
0,44,59,2,0,0,99,159,170,59,39,19,59,0,19,19,19,59,49,19,29,139,159,139,179,99,39,99,119,59,79,59,119,79,119,199,179,159,139,119,139,99,119,199,139,159,139,79,179,85,139,59,0
1,29,34,2,2,1,19,19,58,39,45,45,43,13,9,49,69,59,19,0,0,59,159,59,139,39,139,79,139,59,139,99,159,179,119,99,139,139,39,99,99,179,119,139,79,119,99,39,19,125,59,99,1
0,9,19,4,0,0,19,19,194,79,19,19,19,19,39,29,29,39,49,19,29,179,199,179,179,179,99,19,119,39,159,19,159,59,159,99,139,159,159,159,179,179,59,159,159,179,199,79,119,125,79,19,0
0,24,54,2,2,1,179,119,63,189,1,1,1,1,1,39,39,39,39,39,0,159,159,179,159,179,179,159,179,139,199,139,159,99,139,179,199,199,59,59,139,119,139,199,199,99,119,119,59,67,159,159,1
0,9,14,4,2,0,19,19,194,79,29,19,39,19,9,29,29,39,49,19,29,179,199,179,179,179,179,199,159,159,139,179,159,59,159,99,139,159,159,159,179,179,59,159,159,179,199,79,119,144,79,179,1
0,29,54,0,4,0,19,19,192,79,59,19,15,3,19,19,79,19,39,19,19,119,179,179,159,179,139,179,199,179,179,119,139,19,139,159,179,159,179,79,179,179,119,139,179,139,179,99,79,132,99,139,0
0,39,54,2,0,0,79,119,207,29,39,39,39,9,39,31,35,35,39,23,31,159,179,199,159,139,139,179,179,159,159,139,139,19,159,179,179,179,59,19,119,199,59,59,79,79,79,99,139,110,79,139,1
0,14,19,2,2,1,79,19,177,49,49,49,29,9,9,29,29,49,49,39,0,159,179,159,179,179,159,119,119,139,99,119,99,79,59,199,199,199,119,79,159,199,199,199,199,199,199,199,159,58,139,139,1
0,44,39,2,2,1,99,19,23,23,39,39,39,31,23,30,37,37,33,33,26,139,199,119,159,179,119,139,119,119,99,139,39,19,199,199,139,159,99,19,19,199,79,199,179,99,139,139,79,153,59,119,0
0,39,54,0,2,0,59,19,165,59,49,35,35,7,9,33,33,33,33,33,33,119,159,119,139,119,119,139,119,119,119,119,119,159,179,119,119,119,79,39,99,119,79,139,139,159,159,179,19,119,119,119,0
0,49,44,2,2,1,0,19,192,109,19,29,29,9,0,9,59,39,19,9,59,179,159,99,179,59,79,139,119,59,179,59,119,39,99,159,99,119,99,39,179,179,159,179,179,119,119,79,139,147,99,79,1
0,49,29,2,0,0,179,19,105,27,37,43,27,27,37,32,32,36,36,32,29,139,179,179,179,179,139,199,199,119,199,119,179,159,179,199,179,179,99,159,19,179,179,199,199,179,139,199,139,78,99,139,0
0,59,29,3,0,0,99,19,76,38,38,44,33,22,22,38,42,34,34,25,25,159,199,119,159,199,79,159,139,119,119,139,99,99,199,199,139,139,99,19,139,199,19,159,159,139,179,199,179,135,39,59,0
0,29,59,0,2,0,19,19,192,99,0,39,39,0,19,19,79,19,39,19,19,119,179,179,159,179,159,179,179,179,179,159,139,19,139,159,179,159,179,79,179,179,119,139,179,139,179,99,79,161,99,179,0
